,zeit,sensorid,messwert
0,00:00:00.300,131,-0.00254822
1,00:00:00.100,145,-0.0359
2,00:00:00.130,118,-0.013
3,00:00:00.160,119,0.0057
4,00:00:00.190,120,-0.0027
5,00:00:00.210,121,0.0019
6,00:00:00.280,111,0.00138855
7,00:00:00.330,110,-0.000679016
8,00:00:00.380,108,-0.996094
9,00:00:00.450,133,3.45312
10,00:00:00.470,117,-0.9636
11,00:00:00.660,126,-0.0551758
12,00:00:00.760,109,0.00558472
13,00:00:00.850,112,-0.00311279
14,00:00:00.890,95,0.1678
15,00:00:00.910,96,1.0881
16,00:00:00.930,97,0.0118
17,00:00:00.960,98,-0.0063
18,00:00:00.980,99,0.0123
19,00:00:00.100,100,355.366
20,00:00:00.103,101,2.157
21,00:00:00.105,102,130.616
22,00:00:00.116,115,104.5
23,00:00:00.121,114,356.0
24,00:00:00.132,128,-0.988281
25,00:00:00.137,132,179.0
26,00:00:00.141,129,-0.0090332
27,00:00:00.160,145,-0.0311
28,00:00:00.162,118,-0.0349
29,00:00:00.164,119,-0.0029
30,00:00:00.167,120,-0.006
31,00:00:00.169,121,-0.0009
32,00:00:00.190,107,-0.679688
33,00:00:00.195,134,264.0
34,00:00:00.199,130,0.00160217
35,00:00:00.213,117,-1.0597
36,00:00:00.242,133,3.45312
37,00:00:00.289,113,268.0
38,00:00:00.293,126,-0.0593262
39,00:00:00.303,128,-0.988281
40,00:00:00.314,131,0.00325012
41,00:00:00.319,111,-0.00165558
42,00:00:00.323,110,0.00145721
43,00:00:00.328,108,-0.953125
44,00:00:00.333,109,0.000243187
45,00:00:00.342,112,0.000549316
46,00:00:00.345,95,-0.2514
47,00:00:00.350,132,179.0
48,00:00:00.354,129,-0.00723267
49,00:00:00.356,96,0.8849
50,00:00:00.359,97,-0.0041
51,00:00:00.361,98,-0.0204
52,00:00:00.363,99,0.0758
53,00:00:00.366,100,356.095
54,00:00:00.369,101,4.2691
55,00:00:00.371,102,132.157
56,00:00:00.380,117,-1.0054
57,00:00:00.382,145,-0.048
58,00:00:00.385,118,-0.0306
59,00:00:00.388,119,-0.0035
60,00:00:00.390,120,0.0028
61,00:00:00.392,121,0.0034
62,00:00:00.400,115,99.0
63,00:00:00.404,114,356.0
64,00:00:00.490,113,268.0
65,00:00:00.494,117,-0.9878
66,00:00:00.523,133,3.46875
67,00:00:00.532,126,-0.0732422
68,00:00:00.541,128,-0.988281
69,00:00:00.545,127,-0.00120544
70,00:00:00.555,107,0.0415039
71,00:00:00.558,145,-0.0171
72,00:00:00.561,118,-0.0289
73,00:00:00.563,119,0.0014
74,00:00:00.566,120,-0.0018
75,00:00:00.568,121,0.0013
76,00:00:00.571,95,0.1874
77,00:00:00.575,96,1.1875
78,00:00:00.577,97,0.0044
79,00:00:00.579,98,-0.0029
80,00:00:00.581,99,-0.0274
81,00:00:00.583,100,354.125
82,00:00:00.585,101,358.688
83,00:00:00.588,102,130.023
84,00:00:00.593,131,-0.000109673
85,00:00:00.598,134,266.0
86,00:00:00.603,130,0.000383377
87,00:00:00.607,132,179.0
88,00:00:00.611,129,-0.000226974
89,00:00:00.617,109,-0.000480652
90,00:00:00.627,112,0.000244141
91,00:00:00.632,115,99.0
92,00:00:00.635,117,-1.0668
93,00:00:00.641,133,3.5625
94,00:00:00.651,114,356.0
95,00:00:00.660,111,-0.00195312
96,00:00:00.676,126,-0.0639648
97,00:00:00.686,110,-0.000679016
98,00:00:00.693,108,-0.949219
99,00:00:00.728,128,-0.988281
100,00:00:00.732,127,0.00144958
101,00:00:00.741,145,-0.0311
102,00:00:00.745,118,-0.0161
103,00:00:00.747,119,0.0029
104,00:00:00.750,120,-0.0042
105,00:00:00.752,121,0.0007
106,00:00:00.764,113,268.0
107,00:00:00.776,95,-0.2094
108,00:00:00.779,96,1.8967
109,00:00:00.781,97,0.0609
110,00:00:00.784,98,0.0465
111,00:00:00.786,99,0.0031
112,00:00:00.788,100,351.191
113,00:00:00.791,101,357.043
114,00:00:00.793,102,130.209
115,00:00:00.823,117,-0.9975
116,00:00:00.835,109,0.006073
117,00:00:00.841,112,-0.000671387
118,00:00:00.870,132,179.0
119,00:00:00.874,129,0.00830078
120,00:00:00.877,95,-0.3008
121,00:00:00.882,115,100.0
122,00:00:00.885,96,0.7896
123,00:00:00.887,97,0.0011
124,00:00:00.890,98,0.0077
125,00:00:00.893,99,-0.0057
126,00:00:00.895,100,351.37
127,00:00:00.897,101,357.149
128,00:00:00.900,102,130.167
129,00:00:00.905,114,356.0
130,00:00:00.920,111,0.00169373
131,00:00:00.926,131,0.0111694
132,00:00:00.933,134,266.0
133,00:00:00.936,145,-0.0258
134,00:00:00.938,118,-0.0108
135,00:00:00.941,119,-0.0044
136,00:00:00.944,120,-0.0021
137,00:00:00.946,121,0.0019
138,00:00:00.969,130,-0.000530243
139,00:00:00.974,133,3.54688
140,00:00:00.979,110,0.00145721
141,00:00:00.986,117,-0.9249
142,00:00:01.190,107,0.0402832
143,00:00:01.300,126,-0.0620117
144,00:00:01.380,128,-0.988281
145,00:00:01.430,127,0.0162354
146,00:00:01.580,95,-0.6026
147,00:00:01.600,96,0.2481
148,00:00:01.630,97,0.0579
149,00:00:01.660,98,-0.0326
150,00:00:01.680,99,-0.0122
151,00:00:01.700,100,349.45
152,00:00:01.730,101,356.237
153,00:00:01.760,102,130.141
154,00:00:01.860,113,268.0
155,00:00:01.880,117,-0.9723
156,00:00:01.930,132,179.0
157,00:00:01.980,129,-0.0111694
158,00:00:01.116,145,-0.0415
159,00:00:01.118,118,-0.0294
160,00:00:01.121,119,0.0005
161,00:00:01.123,120,-0.003
162,00:00:01.125,121,0.001
163,00:00:01.132,108,-0.957031
164,00:00:01.141,131,0.00231934
165,00:00:01.171,109,0.00170135
166,00:00:01.176,112,-0.000976562
167,00:00:01.189,134,268.0
168,00:00:01.196,133,3.70312
169,00:00:01.217,115,101.5
170,00:00:01.222,114,356.0
171,00:00:01.238,126,-0.120117
172,00:00:01.247,128,-0.984375
173,00:00:01.252,130,-0.00297546
174,00:00:01.263,117,-1.0044
175,00:00:01.273,111,0.000782013
176,00:00:01.278,110,0.00176239
177,00:00:01.284,107,0.0441895
178,00:00:01.299,113,268.0
179,00:00:01.304,132,178.0
180,00:00:01.308,129,0.0107422
181,00:00:01.313,145,-0.0265
182,00:00:01.315,118,-0.0048
183,00:00:01.318,119,0.0008
184,00:00:01.320,120,0.0074
185,00:00:01.323,121,-0.0015
186,00:00:01.330,108,-0.953125
187,00:00:01.335,109,-0.0139771
188,00:00:01.340,112,-6.03199e-05
189,00:00:01.345,115,102.5
190,00:00:01.349,131,-0.0110474
191,00:00:01.353,127,-0.0393066
192,00:00:01.376,114,0.198242
193,00:00:01.396,133,3.6875
194,00:00:01.410,117,-0.9772
195,00:00:01.413,145,-0.7671
196,00:00:01.415,118,-0.0289
197,00:00:01.444,126,-0.0563965
198,00:00:01.453,128,-0.992188
199,00:00:01.458,130,7.82013e-05
200,00:00:01.487,113,268.0
201,00:00:01.497,134,268.0
202,00:00:01.502,132,178.0
203,00:00:01.506,129,0.00708008
204,00:00:01.511,117,-0.955
205,00:00:01.513,145,-0.6487
206,00:00:01.516,118,-0.0125
207,00:00:01.518,119,-0.001
208,00:00:01.520,120,-0.0073
209,00:00:01.522,121,0.001
210,00:00:01.529,111,0.00473022
211,00:00:01.534,110,-0.00037384
212,00:00:01.552,107,-0.558594
213,00:00:01.559,109,0.00411987
214,00:00:01.564,112,0.00238037
215,00:00:01.596,131,0.0639648
216,00:00:01.600,127,0.0150146
217,00:00:01.627,115,103.0
218,00:00:01.645,114,1.20312
219,00:00:01.650,133,3.60938
220,00:00:01.666,126,-0.0140381
221,00:00:01.675,128,-0.976562
222,00:00:01.702,117,-0.9851
223,00:00:01.704,145,0.2928
224,00:00:01.707,118,-0.0217
225,00:00:01.709,119,-0.0013
226,00:00:01.712,120,0.0025
227,00:00:01.714,121,0.0022
228,00:00:01.740,130,-0.00448608
229,00:00:01.771,108,-1.02344
230,00:00:01.785,132,178.0
231,00:00:01.789,129,-0.0222168
232,00:00:01.808,131,-0.0126343
233,00:00:01.813,134,268.0
234,00:00:01.870,113,268.0
235,00:00:01.875,111,0.000782013
236,00:00:01.881,133,3.57812
237,00:00:01.893,126,-0.0524902
238,00:00:01.902,128,-1.03906
239,00:00:01.905,117,-0.9859
240,00:00:01.908,145,0.285
241,00:00:01.910,118,-0.0603
242,00:00:01.913,119,-0.0035
243,00:00:01.915,120,-0.0012
244,00:00:01.917,121,0.0025
245,00:00:01.924,110,0.00297546
246,00:00:01.929,107,0.28125
247,00:00:01.934,130,-0.000530243
248,00:00:01.938,127,0.0351562
249,00:00:01.966,109,0.0109253
