,zeit,sensorid,messwert
0,00:00:00.500,130,0.000583649
1,00:00:00.100,133,3.59375
2,00:00:00.130,120,-0.0013
3,00:00:00.160,121,0.0011
4,00:00:00.240,108,-0.953125
5,00:00:00.290,111,-0.000976562
6,00:00:00.430,110,0.00158691
7,00:00:00.540,131,-0.0045166
8,00:00:00.600,134,264.0
9,00:00:00.650,132,179.0
10,00:00:00.690,127,0.060791
11,00:00:00.760,107,0.041748
12,00:00:00.850,115,118.0
13,00:00:00.950,114,356.0
14,00:00:00.970,95,-0.186
15,00:00:00.100,96,0.9031
16,00:00:00.103,97,0.0061
17,00:00:00.105,98,-0.0005
18,00:00:00.108,99,0.0154
19,00:00:00.110,100,354.378
20,00:00:00.112,101,0.3795
21,00:00:00.114,102,130.512
22,00:00:00.119,117,-0.9901
23,00:00:00.128,126,-0.0742188
24,00:00:00.133,112,0.000656128
25,00:00:00.138,113,268.0
26,00:00:00.142,145,-0.0232
27,00:00:00.145,118,-0.0263
28,00:00:00.150,128,-0.925781
29,00:00:00.159,129,0.0103149
30,00:00:00.161,119,-0.0053
31,00:00:00.163,120,0.0005
32,00:00:00.166,121,0.0017
33,00:00:00.179,108,-0.953125
34,00:00:00.227,95,-0.5859
35,00:00:00.230,96,0.852
36,00:00:00.233,97,0.0064
37,00:00:00.235,98,0.0114
38,00:00:00.237,99,0.009
39,00:00:00.239,100,352.469
40,00:00:00.242,101,358.97
41,00:00:00.245,102,129.863
42,00:00:00.250,107,0.0410156
43,00:00:00.280,115,117.5
44,00:00:00.333,117,-1.0513
45,00:00:00.337,145,-0.0338
46,00:00:00.339,118,-0.0183
47,00:00:00.342,119,-0.0001
48,00:00:00.344,120,-0.0013
49,00:00:00.346,121,0.0017
50,00:00:00.367,114,356.0
51,00:00:00.372,111,-0.00189209
52,00:00:00.387,110,0.000671387
53,00:00:00.392,133,3.75
54,00:00:00.426,112,-0.00178528
55,00:00:00.431,113,268.0
56,00:00:00.437,131,0.00460815
57,00:00:00.442,134,266.0
58,00:00:00.445,117,-1.0779
59,00:00:00.448,145,-0.0432
60,00:00:00.450,118,-0.0316
61,00:00:00.452,119,-0.0013
62,00:00:00.458,132,179.0
63,00:00:00.462,127,0.0135498
64,00:00:00.465,120,-0.005
65,00:00:00.467,121,0.002
66,00:00:00.475,108,-0.957031
67,00:00:00.477,95,-0.6429
68,00:00:00.480,96,1.1378
69,00:00:00.483,97,-0.2047
70,00:00:00.485,98,-0.1645
71,00:00:00.487,99,0.1617
72,00:00:00.489,100,350.441
73,00:00:00.492,101,355.999
74,00:00:00.494,102,129.276
75,00:00:00.500,109,0.000486374
76,00:00:00.513,126,-0.065918
77,00:00:00.517,130,-0.00154877
78,00:00:00.564,107,0.0415039
79,00:00:00.569,115,116.5
80,00:00:00.579,128,-0.984375
81,00:00:00.589,129,-0.010376
82,00:00:00.591,117,-0.8829
83,00:00:00.611,114,356.0
84,00:00:00.615,145,-0.0207
85,00:00:00.618,118,-0.007
86,00:00:00.621,119,0.0057
87,00:00:00.623,120,-0.0025
88,00:00:00.626,121,0.0011
89,00:00:00.651,95,-0.4188
90,00:00:00.654,96,1.7731
91,00:00:00.656,97,-0.0333
92,00:00:00.659,98,0.0065
93,00:00:00.661,99,0.0078
94,00:00:00.663,100,345.58
95,00:00:00.666,101,356.179
96,00:00:00.668,102,129.74
97,00:00:00.710,117,-0.9488
98,00:00:00.723,145,-0.022
99,00:00:00.726,118,-0.0123
100,00:00:00.728,119,0.0005
101,00:00:00.731,120,-0.0019
102,00:00:00.733,121,0.0008
103,00:00:00.740,112,-0.000564575
104,00:00:00.764,95,-0.3621
105,00:00:00.767,96,1.6532
106,00:00:00.769,97,0.1365
107,00:00:00.771,98,0.0817
108,00:00:00.773,99,-0.042
109,00:00:00.776,100,345.384
110,00:00:00.783,101,355.9
111,00:00:00.785,102,129.767
112,00:00:00.801,113,268.0
113,00:00:00.806,133,3.71875
114,00:00:00.838,108,-0.953125
