,zeit,sensorid,messwert
0,00:00:00.200,118,-0.0202
1,00:00:00.400,119,0.0028
2,00:00:00.600,120,-0.0047
3,00:00:00.900,121,0.0001
4,00:00:00.240,128,-0.984375
5,00:00:00.300,134,266.0
6,00:00:00.350,111,0.000659943
7,00:00:00.390,117,-0.8874
8,00:00:00.460,95,-0.1286
9,00:00:00.490,96,0.9853
10,00:00:00.510,97,0.0034
11,00:00:00.530,98,0.0026
12,00:00:00.550,99,0.0002
13,00:00:00.570,100,350.9
14,00:00:00.600,101,357.607
15,00:00:00.620,102,130.851
16,00:00:00.670,132,179.0
17,00:00:00.720,130,-0.00219727
18,00:00:00.820,107,0.0412598
19,00:00:00.980,127,0.0147705
20,00:00:00.125,114,356.0
21,00:00:00.152,133,3.51562
22,00:00:00.172,108,-0.953125
23,00:00:00.177,112,-0.000671387
24,00:00:00.179,145,-0.0738
25,00:00:00.182,118,-0.0036
26,00:00:00.185,119,-0.0021
27,00:00:00.187,120,0.0087
28,00:00:00.189,121,0.0025
29,00:00:00.193,95,-0.1266
30,00:00:00.195,96,0.9911
31,00:00:00.197,97,-0.0005
32,00:00:00.199,98,0.0002
33,00:00:00.202,99,0.0011
34,00:00:00.205,100,351.007
35,00:00:00.207,101,357.57
36,00:00:00.209,102,130.838
37,00:00:00.214,131,0.0639648
38,00:00:00.226,117,-1.0644
39,00:00:00.290,126,-0.0639648
40,00:00:00.310,113,268.0
41,00:00:00.630,94,0.0553
42,00:00:00.235,94,0.0482
43,00:00:00.340,94,0.0427
44,00:00:00.355,129,0.0197754
45,00:00:00.362,109,0.000728607
46,00:00:00.367,115,104.5
47,00:00:00.369,117,-1.0236
48,00:00:00.372,145,-0.0333
49,00:00:00.374,118,-0.026
50,00:00:00.377,119,0.0028
51,00:00:00.379,120,0.0017
52,00:00:00.381,121,0.0041
53,00:00:00.414,111,-0.000255585
54,00:00:00.424,95,-0.1274
55,00:00:00.427,96,0.9899
56,00:00:00.429,97,-0.0005
57,00:00:00.431,98,0.002
58,00:00:00.434,99,-0.0004
59,00:00:00.437,100,351.196
60,00:00:00.439,101,357.531
61,00:00:00.442,102,130.832
62,00:00:00.447,110,-0.00179291
63,00:00:00.488,107,0.0410156
64,00:00:00.555,117,-0.9925
65,00:00:00.557,145,-0.022
66,00:00:00.560,118,-0.0243
67,00:00:00.562,119,-0.0021
68,00:00:00.565,120,0.002
69,00:00:00.567,121,0.0007
70,00:00:00.574,114,356.0
71,00:00:00.580,108,-0.953125
72,00:00:00.585,128,-0.992188
73,00:00:00.589,134,266.0
74,00:00:00.594,132,178.0
75,00:00:00.599,130,0.000549316
76,00:00:00.604,127,0.0227051
77,00:00:00.611,95,-0.1298
78,00:00:00.613,96,0.9897
79,00:00:00.615,97,0.0013
80,00:00:00.618,98,-0.0001
81,00:00:00.620,99,-0.001
82,00:00:00.622,100,351.417
83,00:00:00.625,101,357.471
84,00:00:00.627,102,130.832
85,00:00:00.633,112,-0.000368118
86,00:00:00.643,133,3.53125
87,00:00:00.675,113,268.0
88,00:00:00.697,117,-0.9923
89,00:00:00.702,145,-0.0241
90,00:00:00.705,118,-0.0198
91,00:00:00.707,119,0.0
92,00:00:00.709,120,0.0032
93,00:00:00.711,121,0.0004
94,00:00:00.715,96,0.9872
95,00:00:00.717,97,0.0013
96,00:00:00.719,98,-0.001
97,00:00:00.721,99,0.0008
98,00:00:00.724,100,351.486
99,00:00:00.727,101,357.464
100,00:00:00.730,102,130.84
101,00:00:00.740,109,0.000486374
102,00:00:00.745,115,107.0
103,00:00:00.750,111,0.000354767
104,00:00:00.755,126,-0.0617676
105,00:00:00.772,110,-0.00118256
106,00:00:00.782,107,0.0400391
107,00:00:00.823,114,356.0
108,00:00:00.838,129,-0.00421143
109,00:00:00.851,108,-0.953125
110,00:00:00.861,145,-0.0246
111,00:00:00.863,95,-0.1303
112,00:00:00.865,118,-0.0246
113,00:00:00.867,96,0.9865
114,00:00:00.870,119,-0.0003
115,00:00:00.872,97,0.0007
116,00:00:00.874,120,-0.0011
117,00:00:00.876,98,0.0002
118,00:00:00.879,121,0.0004
119,00:00:00.881,99,-0.0001
120,00:00:00.884,100,351.548
121,00:00:00.886,101,357.441
122,00:00:00.892,131,0.00352478
123,00:00:00.896,128,-0.984375
124,00:00:00.901,134,264.0
125,00:00:00.904,102,130.849
126,00:00:00.911,132,179.0
127,00:00:00.915,130,0.00146484
128,00:00:00.919,127,0.00121307
129,00:00:00.928,117,-1.0557
130,00:00:00.942,133,3.53125
131,00:00:00.982,113,268.0
132,00:00:01.280,95,-0.1291
133,00:00:01.310,96,0.9887
134,00:00:01.330,97,0.0016
135,00:00:01.360,98,0.0002
136,00:00:01.380,99,-0.0007
137,00:00:01.400,100,351.681
138,00:00:01.430,101,357.413
139,00:00:01.460,102,130.858
140,00:00:01.520,109,0.00145721
141,00:00:01.620,115,108.5
142,00:00:01.670,111,0.000354767
143,00:00:01.710,126,-0.0595703
144,00:00:01.740,145,-0.0311
145,00:00:01.770,118,-0.0284
146,00:00:01.800,119,0.0086
147,00:00:01.820,120,0.0038
148,00:00:01.840,121,0.0004
149,00:00:01.960,112,0.000850677
150,00:00:01.100,117,-1.0236
151,00:00:01.120,107,0.0412598
152,00:00:01.142,129,-0.00118256
153,00:00:01.156,114,356.0
154,00:00:01.196,108,-0.957031
155,00:00:01.212,110,-0.000576019
156,00:00:01.218,113,268.0
157,00:00:01.224,95,-0.1259
158,00:00:01.226,96,0.985
159,00:00:01.229,97,-0.0011
160,00:00:01.232,98,0.0014
161,00:00:01.234,99,-0.0013
162,00:00:01.237,100,351.779
163,00:00:01.239,101,357.377
164,00:00:01.242,102,130.861
165,00:00:01.245,145,-0.0396
166,00:00:01.247,118,-0.0161
167,00:00:01.250,119,0.0046
168,00:00:01.252,120,-0.0041
169,00:00:01.254,121,-0.0014
170,00:00:01.261,128,-0.984375
171,00:00:01.266,134,264.0
172,00:00:01.271,132,178.0
173,00:00:01.276,109,0.00121307
174,00:00:01.280,115,110.0
175,00:00:01.285,111,-0.0020752
176,00:00:01.301,117,-0.9037
177,00:00:01.309,130,-0.000671387
178,00:00:01.313,127,0.0159912
179,00:00:01.330,107,0.0397949
180,00:00:01.340,114,356.0
181,00:00:01.345,108,-0.953125
182,00:00:01.368,112,-0.000368118
183,00:00:01.382,131,-0.00165558
184,00:00:01.409,95,-0.1283
185,00:00:01.411,96,0.9845
186,00:00:01.413,97,-0.0027
187,00:00:01.416,98,-0.0007
188,00:00:01.418,99,-0.0023
189,00:00:01.420,100,351.877
190,00:00:01.422,101,357.346
191,00:00:01.424,102,130.858
192,00:00:01.430,113,268.0
193,00:00:01.436,109,0.00145721
194,00:00:01.457,117,-0.9476
195,00:00:01.459,145,-0.0241
196,00:00:01.462,118,-0.021
197,00:00:01.464,119,0.0003
198,00:00:01.466,120,0.0005
199,00:00:01.470,121,-0.0005
200,00:00:01.476,126,-0.0649414
201,00:00:01.482,110,0.00125122
202,00:00:01.503,107,0.0385742
203,00:00:01.512,95,-0.1281
204,00:00:01.516,96,0.9867
205,00:00:01.520,97,-0.0036
206,00:00:01.523,98,-0.0001
207,00:00:01.527,99,-0.0023
208,00:00:01.530,100,351.911
209,00:00:01.534,101,357.332
210,00:00:01.538,102,130.842
211,00:00:01.550,129,-0.0133667
212,00:00:01.568,114,356.0
213,00:00:01.577,108,-0.953125
214,00:00:01.585,112,0.00115204
215,00:00:01.592,115,111.0
216,00:00:01.600,111,0.000354767
217,00:00:01.610,113,268.0
218,00:00:01.616,109,0.00170135
219,00:00:01.620,110,-0.000270844
220,00:00:01.639,107,0.041748
221,00:00:01.643,133,3.60938
222,00:00:01.650,95,-0.125
223,00:00:01.654,96,0.9887
224,00:00:01.656,97,-0.0005
