,zeit,sensorid,messwert
0,00:00:00,97,-0.0041
1,00:00:00.300,98,-0.0004
2,00:00:00.500,99,0.0004
3,00:00:00.800,100,349.092
4,00:00:00.100,101,358.981
5,00:00:00.120,102,131.417
6,00:00:00.200,111,-0.00145721
7,00:00:00.250,114,1.55469
8,00:00:00.300,109,0.022583
9,00:00:00.350,128,-0.984375
10,00:00:00.390,129,0.0115356
11,00:00:00.440,131,-0.00469971
12,00:00:00.490,134,268.0
13,00:00:00.560,117,-0.9994
14,00:00:00.610,127,0.00485229
15,00:00:00.630,145,-0.0364
16,00:00:00.660,118,-0.0333
17,00:00:00.690,119,0.0028
18,00:00:00.710,120,-0.0038
19,00:00:00.730,121,-0.0004
20,00:00:00.950,95,-0.1315
21,00:00:00.980,96,0.9714
22,00:00:00.126,133,3.48438
23,00:00:00.130,130,0.000117779
24,00:00:00.163,97,-0.0026
25,00:00:00.165,98,0.0018
26,00:00:00.167,99,0.0007
27,00:00:00.170,100,349.578
28,00:00:00.172,101,358.757
29,00:00:00.174,102,131.292
30,00:00:00.180,126,-0.0639648
31,00:00:00.194,117,-0.9925
32,00:00:00.197,145,-0.0371
33,00:00:00.200,118,-0.021
34,00:00:00.202,119,0.0006
35,00:00:00.205,120,-0.0008
36,00:00:00.207,121,0.0005
37,00:00:00.213,128,-1.00781
38,00:00:00.218,129,-0.00063324
39,00:00:00.223,131,0.0114746
40,00:00:00.229,110,0.00448608
41,00:00:00.240,108,-0.964844
42,00:00:00.245,112,0.000370026
43,00:00:00.261,107,0.777344
44,00:00:00.266,115,100.5
45,00:00:00.274,134,268.0
46,00:00:00.283,127,0.012085
47,00:00:00.292,113,268.0
48,00:00:00.312,117,-0.9871
49,00:00:00.319,95,-0.0702
50,00:00:00.330,132,179.0
51,00:00:00.332,96,0.9936
52,00:00:00.336,97,0.0005
53,00:00:00.338,98,-0.001
54,00:00:00.341,99,-0.0005
55,00:00:00.343,100,349.761
56,00:00:00.345,101,358.667
57,00:00:00.348,102,131.255
58,00:00:00.354,145,-0.0292
59,00:00:00.375,111,0.00280762
60,00:00:00.380,114,356.0
61,00:00:00.383,118,-0.0222
62,00:00:00.385,119,0.0006
63,00:00:00.388,120,-0.0002
64,00:00:00.390,121,0.0008
65,00:00:00.432,133,3.5625
66,00:00:00.438,130,-0.000492096
67,00:00:00.462,95,-0.1235
68,00:00:00.465,96,0.9862
69,00:00:00.468,97,-0.0017
70,00:00:00.471,98,0.0002
71,00:00:00.473,99,-0.0011
72,00:00:00.475,100,350.252
73,00:00:00.478,101,358.461
74,00:00:00.480,102,131.235
75,00:00:00.486,110,-0.000984192
76,00:00:00.497,108,-0.953125
77,00:00:00.502,112,-0.000239372
78,00:00:00.506,126,-0.0539551
79,00:00:00.510,128,-0.992188
80,00:00:00.515,129,-0.0109863
81,00:00:00.520,131,0.00352478
82,00:00:00.524,134,268.0
83,00:00:00.537,117,-0.9849
84,00:00:00.548,107,0.0776367
85,00:00:00.553,127,-0.000480652
86,00:00:00.557,145,-0.0236
87,00:00:00.559,118,-0.019
88,00:00:00.562,119,0.0
89,00:00:00.564,120,-0.0002
90,00:00:00.566,121,-0.0007
91,00:00:00.573,95,-0.0634
92,00:00:00.575,96,0.9872
93,00:00:00.578,97,0.0005
94,00:00:00.580,98,-0.0007
95,00:00:00.583,99,-0.0018
96,00:00:00.585,100,350.397
97,00:00:00.587,101,358.384
98,00:00:00.589,102,131.226
99,00:00:00.601,113,268.0
100,00:00:00.647,133,3.60938
101,00:00:00.651,130,-0.000492096
102,00:00:00.661,132,179.0
103,00:00:00.666,126,-0.123047
104,00:00:00.670,128,-0.984375
105,00:00:00.676,111,-0.00267029
106,00:00:00.687,117,-0.8753
107,00:00:00.695,129,0.00939941
108,00:00:00.701,131,0.00170135
109,00:00:00.705,134,268.0
110,00:00:00.710,114,356.0
111,00:00:00.719,115,100.0
112,00:00:00.725,110,0.00176239
113,00:00:00.733,95,-0.125
114,00:00:00.735,96,0.9884
115,00:00:00.738,97,-0.0004
116,00:00:00.740,98,0.0018
117,00:00:00.743,99,-0.0021
118,00:00:00.746,100,350.754
119,00:00:00.748,101,358.216
120,00:00:00.751,102,131.2
121,00:00:00.753,145,-0.0092
122,00:00:00.756,118,-0.008
