,zeit,sensorid,messwert
0,00:00:00.300,129,-0.0115967
1,00:00:00.120,95,-0.7271
2,00:00:00.150,96,0.958
3,00:00:00.170,97,0.0049
4,00:00:00.200,98,0.0926
5,00:00:00.220,99,-0.0117
6,00:00:00.240,100,354.223
7,00:00:00.260,101,1.5803
8,00:00:00.290,102,132.595
9,00:00:00.340,126,-0.0517578
10,00:00:00.810,131,0.0183105
11,00:00:00.930,117,-1.0063
12,00:00:00.101,111,0.000132561
13,00:00:00.129,145,-0.0263
14,00:00:00.132,118,-0.0316
15,00:00:00.134,119,-0.0009
16,00:00:00.137,120,0.0036
17,00:00:00.139,121,0.0003
18,00:00:00.145,127,0.0456543
19,00:00:00.174,113,270.0
20,00:00:00.204,95,-0.7169
21,00:00:00.206,96,0.8866
22,00:00:00.209,97,0.0065
23,00:00:00.211,98,0.0025
24,00:00:00.214,99,0.01
25,00:00:00.221,100,350.755
26,00:00:00.223,101,358.733
27,00:00:00.226,102,131.608
28,00:00:00.232,109,0.00436401
29,00:00:00.237,134,264.0
30,00:00:00.241,112,-0.000751495
31,00:00:00.246,114,356.0
32,00:00:00.251,108,-0.953125
33,00:00:00.270,117,-0.9923
34,00:00:00.273,145,-0.0176
35,00:00:00.275,118,-0.0147
36,00:00:00.278,119,0.0007
37,00:00:00.281,120,0.0003
38,00:00:00.283,121,0.0015
39,00:00:00.290,128,-0.984375
40,00:00:00.316,107,0.0427246
41,00:00:00.330,95,-0.1078
42,00:00:00.332,96,1.0048
43,00:00:00.335,97,0.0254
44,00:00:00.337,98,0.0098
45,00:00:00.339,99,-0.0029
46,00:00:00.341,100,349.461
47,00:00:00.344,101,357.62
48,00:00:00.346,102,131.513
49,00:00:00.351,130,0.00144196
50,00:00:00.356,133,3.39062
51,00:00:00.367,110,-0.000793457
52,00:00:00.382,117,-0.9957
53,00:00:00.395,132,178.0
54,00:00:00.399,129,-0.00186157
55,00:00:00.403,126,-0.0578613
56,00:00:00.408,131,0.000701904
57,00:00:00.417,127,0.00411987
58,00:00:00.422,111,-0.00138855
