,zeit,sensorid,messwert
0,00:00:00.900,113,268.0
1,00:00:00.150,115,107.5
2,00:00:00.170,95,-0.2887
3,00:00:00.220,110,-0.000587463
4,00:00:00.460,96,0.9314
5,00:00:00.490,97,-0.0037
6,00:00:00.510,98,-0.0822
7,00:00:00.530,99,0.0037
8,00:00:00.560,100,353.963
9,00:00:00.580,101,357.632
10,00:00:00.610,102,132.027
11,00:00:00.630,145,-0.0335
12,00:00:00.660,118,-0.0227
13,00:00:00.690,119,0.0001
14,00:00:00.710,120,0.003
15,00:00:00.730,121,0.0001
16,00:00:00.800,129,-0.0038147
17,00:00:00.860,117,-0.9967
18,00:00:00.950,112,0.00196838
19,00:00:00.101,108,-0.957031
20,00:00:00.120,130,0.00126648
21,00:00:00.125,133,3.48438
22,00:00:00.134,127,0.00121307
23,00:00:00.146,96,0.8812
24,00:00:00.151,109,0.00315857
25,00:00:00.154,97,0.0043
26,00:00:00.157,98,0.0176
27,00:00:00.159,99,-0.0156
28,00:00:00.161,100,352.455
29,00:00:00.163,101,355.932
30,00:00:00.166,102,131.33
31,00:00:00.172,126,-0.124512
32,00:00:00.177,134,270.0
33,00:00:00.181,128,-0.988281
34,00:00:00.188,95,-0.2506
35,00:00:00.196,131,0.00442505
36,00:00:00.201,132,179.0
37,00:00:00.234,145,-0.0292
38,00:00:00.237,118,-0.0176
39,00:00:00.239,119,0.0016
40,00:00:00.242,120,0.0011
41,00:00:00.245,121,-0.0011
42,00:00:00.256,111,-0.000371933
43,00:00:00.275,117,-0.9975
44,00:00:00.305,114,356.0
45,00:00:00.320,107,0.0424805
46,00:00:00.325,130,0.00309753
47,00:00:00.330,133,3.54688
48,00:00:00.332,96,1.0749
49,00:00:00.335,97,-0.0092
50,00:00:00.338,98,0.0234
51,00:00:00.340,99,-0.0431
52,00:00:00.344,100,351.342
53,00:00:00.346,101,354.332
54,00:00:00.349,102,129.931
55,00:00:00.358,113,268.0
56,00:00:00.364,115,107.5
57,00:00:00.372,127,0.0159912
58,00:00:00.386,129,0.00167847
59,00:00:00.390,117,-0.9962
60,00:00:00.396,95,0.3717
61,00:00:00.401,145,-0.0357
62,00:00:00.403,118,-0.026
63,00:00:00.405,119,0.0019
64,00:00:00.408,120,-0.0016
65,00:00:00.410,121,0.0001
66,00:00:00.418,112,0.000450134
67,00:00:00.423,108,-0.953125
68,00:00:00.428,109,0.00340271
69,00:00:00.433,110,-0.00180817
70,00:00:00.437,128,-0.984375
71,00:00:00.442,131,-0.00411987
72,00:00:00.447,132,179.0
73,00:00:00.464,111,0.00145721
74,00:00:00.474,114,356.0
75,00:00:00.486,107,0.0456543
76,00:00:00.490,113,268.0
77,00:00:00.505,126,-0.0610352
78,00:00:00.509,134,270.0
79,00:00:00.514,130,0.000965118
80,00:00:00.519,95,-0.2116
81,00:00:00.521,96,1.0691
82,00:00:00.524,97,0.0278
83,00:00:00.526,98,-0.0242
84,00:00:00.529,99,0.0189
85,00:00:00.531,100,353.895
86,00:00:00.533,101,359.716
87,00:00:00.535,102,130.753
88,00:00:00.549,133,3.53125
89,00:00:00.558,127,0.0150146
90,00:00:00.571,129,-0.0144653
91,00:00:00.576,128,-0.980469
92,00:00:00.581,131,0.00564575
93,00:00:00.586,132,179.0
94,00:00:00.589,117,-0.9943
95,00:00:00.592,145,-0.0277
96,00:00:00.594,118,-0.0188
97,00:00:00.597,119,-0.0008
98,00:00:00.599,120,0.0005
99,00:00:00.602,121,-0.0002
100,00:00:00.632,130,-0.00390625
101,00:00:00.659,95,-0.1083
102,00:00:00.665,96,1.0082
103,00:00:00.667,97,-0.0079
104,00:00:00.670,98,0.0011
105,00:00:00.672,99,-0.0037
106,00:00:00.674,100,353.907
107,00:00:00.676,101,359.786
108,00:00:00.679,102,130.755
109,00:00:00.686,126,-0.0561523
110,00:00:00.691,134,270.0
111,00:00:00.704,115,108.0
112,00:00:00.718,117,-0.9866
113,00:00:00.722,145,-0.0326
114,00:00:00.725,118,-0.0253
115,00:00:00.727,119,-0.0024
116,00:00:00.730,120,0.0011
117,00:00:00.732,121,-0.0014
118,00:00:00.794,128,-1.03906
119,00:00:00.799,131,0.00717163
120,00:00:00.804,132,179.0
121,00:00:00.809,111,-0.000675201
122,00:00:00.818,114,356.0
123,00:00:00.833,107,0.0419922
124,00:00:00.837,117,-0.9903
125,00:00:00.849,113,268.0
126,00:00:00.861,133,3.5
127,00:00:00.863,95,-0.076
128,00:00:00.865,96,0.9955
129,00:00:00.868,97,-0.0049
130,00:00:00.870,98,-0.0028
131,00:00:00.872,99,0.0
132,00:00:00.875,100,353.852
133,00:00:00.877,101,359.605
134,00:00:00.880,102,130.622
135,00:00:00.894,112,0.000144958
136,00:00:00.899,108,-0.953125
137,00:00:00.904,109,0.0019455
138,00:00:00.909,110,0.00124359
139,00:00:00.919,127,0.00946045
140,00:00:00.932,129,-0.00805664
141,00:00:00.936,145,-0.0299
