,zeit,sensorid,messwert
0,00:00:00.200,132,179.0
1,00:00:00.190,117,-1.0157
2,00:00:00.280,110,-0.00159454
3,00:00:00.330,111,-0.0001297
4,00:00:00.880,113,270.0
5,00:00:00.110,145,-0.0531
6,00:00:00.112,118,-0.0043
7,00:00:00.115,119,0.0065
8,00:00:00.117,120,0.0017
9,00:00:00.120,121,-0.0013
10,00:00:00.126,129,0.00994873
11,00:00:00.136,130,-0.00210571
12,00:00:00.161,117,-0.9274
13,00:00:00.171,126,-0.0585938
14,00:00:00.176,133,3.5625
15,00:00:00.191,115,103.0
16,00:00:00.197,114,356.0
17,00:00:00.237,107,0.0390625
18,00:00:00.243,109,0.00267029
19,00:00:00.288,112,0.000411987
20,00:00:00.298,108,-0.953125
21,00:00:00.307,145,-0.0265
22,00:00:00.310,118,-0.026
23,00:00:00.312,119,0.0013
24,00:00:00.314,120,0.0002
25,00:00:00.316,121,-0.0007
26,00:00:00.323,131,0.00479126
27,00:00:00.328,132,179.0
28,00:00:00.336,110,0.000232697
29,00:00:00.353,111,0.000480652
30,00:00:00.358,117,-0.9849
31,00:00:00.366,134,264.0
32,00:00:00.370,128,-0.988281
33,00:00:00.404,113,270.0
34,00:00:00.413,127,0.00946045
35,00:00:00.418,129,0.00842285
36,00:00:00.476,130,0.000938416
37,00:00:00.490,126,-0.0639648
38,00:00:00.495,133,3.5625
39,00:00:00.500,115,105.0
40,00:00:00.505,114,356.0
41,00:00:00.511,107,0.0419922
42,00:00:00.514,145,-0.0263
43,00:00:00.516,118,-0.0243
44,00:00:00.519,119,0.0001
45,00:00:00.521,120,-0.0022
46,00:00:00.523,121,0.0017
47,00:00:00.553,117,-0.992
48,00:00:00.560,112,0.00102234
49,00:00:00.571,108,-0.953125
50,00:00:00.582,131,-0.00191498
51,00:00:00.601,110,-0.00128937
52,00:00:00.606,111,-0.000128746
53,00:00:00.627,132,179.0
54,00:00:00.675,109,0.000486374
55,00:00:00.681,134,262.0
56,00:00:00.686,128,-0.984375
57,00:00:00.690,145,0.7607
58,00:00:00.693,118,-0.0072
59,00:00:00.696,119,0.0071
60,00:00:00.698,120,-0.0028
61,00:00:00.701,121,0.0026
62,00:00:00.729,129,0.000823975
63,00:00:00.735,130,0.00063324
64,00:00:00.747,126,-0.0668945
65,00:00:00.755,117,-0.9807
66,00:00:00.777,133,3.5625
67,00:00:00.781,127,0.0115967
68,00:00:00.833,131,-0.0016098
69,00:00:00.839,145,-0.3445
70,00:00:00.841,118,-0.0316
71,00:00:00.844,119,0.0019
72,00:00:00.846,120,0.002
73,00:00:00.848,121,-0.0007
74,00:00:00.854,115,106.5
75,00:00:00.860,114,356.0
76,00:00:00.866,107,0.498047
77,00:00:00.879,132,179.0
78,00:00:00.887,113,270.0
79,00:00:00.893,112,0.00102234
80,00:00:00.924,134,262.0
81,00:00:00.932,117,-0.9767
82,00:00:00.943,108,-0.914062
83,00:00:00.953,110,-0.00159454
84,00:00:00.978,129,0.00204468
85,00:00:00.982,145,-0.2166
86,00:00:00.984,118,-0.0063
87,00:00:00.987,119,-0.0005
