,zeit,sensorid,messwert
0,00:00:00.600,126,-0.0585938
1,00:00:00.210,109,0.0262451
2,00:00:00.390,95,-0.1237
3,00:00:00.410,96,0.9906
4,00:00:00.440,97,0.0016
5,00:00:00.460,98,-0.0007
6,00:00:00.480,99,0.0011
7,00:00:00.500,100,353.101
8,00:00:00.520,101,358.302
9,00:00:00.550,102,135.296
10,00:00:00.600,128,-0.988281
11,00:00:00.640,117,-0.9182
12,00:00:00.930,110,-0.000530243
13,00:00:00.105,107,-0.484375
14,00:00:00.110,127,0.0219727
15,00:00:00.114,133,3.625
16,00:00:00.119,129,0.000946045
17,00:00:00.123,132,179.0
18,00:00:00.141,111,-0.00191498
19,00:00:00.146,115,95.0
20,00:00:00.149,145,-0.0302
21,00:00:00.152,118,-0.0292
22,00:00:00.154,119,0.0003
23,00:00:00.156,120,0.0039
24,00:00:00.158,121,0.0009
25,00:00:00.194,134,264.0
26,00:00:00.200,131,0.00576782
27,00:00:00.226,95,-0.1843
28,00:00:00.229,96,0.9933
29,00:00:00.232,97,0.001
30,00:00:00.234,98,-0.0001
31,00:00:00.236,99,-0.0022
32,00:00:00.239,100,353.058
33,00:00:00.241,101,358.194
34,00:00:00.243,102,135.439
35,00:00:00.249,114,356.0
36,00:00:00.254,130,-0.00164032
37,00:00:00.285,117,-1.0839
38,00:00:00.288,145,-0.0099
39,00:00:00.291,118,-0.0251
40,00:00:00.293,119,-0.0006
41,00:00:00.296,120,-0.0038
42,00:00:00.299,121,-0.0012
43,00:00:00.310,112,8.15392e-05
44,00:00:00.315,113,272.0
45,00:00:00.327,95,0.5737
46,00:00:00.383,96,1.0925
47,00:00:00.385,97,0.0044
48,00:00:00.388,98,0.0038
49,00:00:00.390,99,-0.0102
50,00:00:00.392,100,355.01
51,00:00:00.394,101,358.286
52,00:00:00.397,102,135.967
53,00:00:00.401,126,-0.0688477
54,00:00:00.412,128,-0.925781
55,00:00:00.416,127,-0.0105591
56,00:00:00.421,133,3.6875
57,00:00:00.431,108,-0.953125
58,00:00:00.446,109,0.00364685
59,00:00:00.451,129,0.00460815
60,00:00:00.456,132,179.0
61,00:00:00.465,134,264.0
62,00:00:00.467,117,-1.0031
63,00:00:00.470,145,-0.0285
64,00:00:00.473,118,-0.0277
65,00:00:00.476,119,-0.0003
66,00:00:00.478,120,-0.0019
67,00:00:00.480,121,-0.0006
68,00:00:00.487,95,-0.7927
69,00:00:00.489,96,0.6953
70,00:00:00.492,97,0.0108
71,00:00:00.494,98,0.0289
72,00:00:00.496,99,0.0363
73,00:00:00.498,100,356.237
74,00:00:00.500,101,358.197
75,00:00:00.502,102,135.681
76,00:00:00.510,131,-0.000614166
77,00:00:00.515,110,-0.00144196
78,00:00:00.520,107,0.0371094
79,00:00:00.542,130,-0.00133514
80,00:00:00.552,126,-0.0678711
81,00:00:00.561,111,-0.000999451
82,00:00:00.588,128,-0.988281
83,00:00:00.592,127,0.0273438
84,00:00:00.605,133,3.70312
85,00:00:00.621,117,-0.9975
86,00:00:00.625,145,-0.0244
87,00:00:00.627,118,-0.0241
88,00:00:00.629,119,-0.0009
89,00:00:00.632,120,0.0002
90,00:00:00.634,121,-0.0006
91,00:00:00.647,114,356.0
92,00:00:00.652,112,0.000991821
93,00:00:00.658,113,270.0
94,00:00:00.668,134,264.0
95,00:00:00.672,131,-0.00457764
96,00:00:00.675,95,-0.1908
97,00:00:00.678,96,1.7936
98,00:00:00.680,97,0.0111
99,00:00:00.682,98,0.0139
100,00:00:00.684,99,-0.0074
101,00:00:00.686,100,352.063
102,00:00:00.693,101,357.628
103,00:00:00.696,102,136.009
104,00:00:00.712,115,88.0
105,00:00:00.717,129,0.015564
106,00:00:00.729,132,179.0
107,00:00:00.738,126,-0.059082
108,00:00:00.741,145,-0.0152
109,00:00:00.744,118,-0.0255
110,00:00:00.746,119,0.0018
111,00:00:00.749,120,0.002
112,00:00:00.752,121,0.0009
113,00:00:00.771,109,0.000972748
114,00:00:00.775,128,-0.984375
115,00:00:00.780,110,-0.00144196
116,00:00:00.783,96,1.6779
117,00:00:00.785,97,0.0139
118,00:00:00.787,98,0.0154
119,00:00:00.790,99,-0.0138
120,00:00:00.793,100,352.025
121,00:00:00.795,101,357.806
122,00:00:00.797,102,135.321
123,00:00:00.799,117,-1.072
124,00:00:00.814,127,0.0219727
125,00:00:00.819,133,3.67188
126,00:00:00.824,107,0.0424805
127,00:00:00.829,130,0.00140381
128,00:00:00.842,134,266.0
129,00:00:00.848,131,0.00121307
130,00:00:00.853,108,-0.953125
131,00:00:00.856,145,-0.0215
132,00:00:00.859,118,-0.0133
133,00:00:00.862,119,-0.0009
134,00:00:00.864,120,-0.0041
