,zeit,sensorid,messwert
0,00:00:00,112,-0.00135803
1,00:00:00.800,95,-0.1266
2,00:00:00.100,96,1.0062
3,00:00:00.130,97,-0.0033
4,00:00:00.150,98,0.0205
5,00:00:00.220,99,0.006
6,00:00:00.250,100,351.362
7,00:00:00.270,101,0.0128
8,00:00:00.290,102,135.785
9,00:00:00.500,111,0.000938416
10,00:00:00.600,115,93.0
11,00:00:00.710,127,0.0600586
12,00:00:00.760,131,0.00328064
13,00:00:00.780,117,-0.9676
14,00:00:00.810,145,0.3035
15,00:00:00.830,118,-0.0243
16,00:00:00.850,119,0.0015
17,00:00:00.870,120,-0.005
18,00:00:00.890,121,-0.0052
19,00:00:00.950,128,-0.976562
20,00:00:00.100,134,268.0
21,00:00:00.104,132,179.0
22,00:00:00.113,129,-0.00704956
23,00:00:00.118,113,270.0
24,00:00:00.137,95,-0.0671
25,00:00:00.140,96,0.9753
26,00:00:00.142,97,-0.0021
27,00:00:00.144,98,-0.0031
28,00:00:00.146,99,-0.0004
29,00:00:00.148,100,351.621
30,00:00:00.150,101,360.0
31,00:00:00.153,102,135.008
32,00:00:00.169,133,3.46875
33,00:00:00.173,126,-0.0373535
34,00:00:00.198,117,-1.0017
35,00:00:00.202,145,0.3506
36,00:00:00.205,118,-0.0694
37,00:00:00.207,119,-0.0031
38,00:00:00.210,120,0.0088
39,00:00:00.212,121,-0.0003
40,00:00:00.227,107,0.601562
41,00:00:00.233,108,-0.941406
42,00:00:00.238,109,0.0201416
43,00:00:00.245,95,-0.1792
44,00:00:00.247,96,0.9782
45,00:00:00.250,97,0.0022
46,00:00:00.252,98,0.0082
47,00:00:00.255,99,-0.0016
48,00:00:00.257,100,351.696
49,00:00:00.259,101,359.748
50,00:00:00.261,102,134.55
51,00:00:00.272,110,0.00131226
52,00:00:00.282,114,356.0
53,00:00:00.287,112,0.000162125
54,00:00:00.292,111,0.00245667
55,00:00:00.311,130,0.00325012
56,00:00:00.346,117,-0.9977
57,00:00:00.360,134,268.0
58,00:00:00.364,132,179.0
59,00:00:00.373,129,-0.00309753
60,00:00:00.382,115,89.0
61,00:00:00.387,113,270.0
62,00:00:00.391,95,-0.1102
63,00:00:00.393,96,0.9875
64,00:00:00.397,97,-0.0018
65,00:00:00.399,98,-0.0046
66,00:00:00.401,99,0.0005
67,00:00:00.403,100,351.674
68,00:00:00.405,101,359.654
69,00:00:00.408,102,134.087
70,00:00:00.410,145,-0.0236
71,00:00:00.412,118,-0.0304
72,00:00:00.415,119,-0.0003
73,00:00:00.417,120,-0.0059
74,00:00:00.419,121,0.0003
75,00:00:00.430,127,0.0493164
76,00:00:00.435,131,-0.0150146
77,00:00:00.439,128,-0.980469
78,00:00:00.455,107,0.0683594
79,00:00:00.458,117,-0.9081
80,00:00:00.474,108,-0.949219
81,00:00:00.479,109,0.00389099
82,00:00:00.513,95,-0.1223
83,00:00:00.515,96,0.9765
84,00:00:00.518,97,-0.0039
85,00:00:00.520,98,0.0046
86,00:00:00.523,99,0.0005
87,00:00:00.525,100,351.788
88,00:00:00.527,101,359.448
89,00:00:00.530,102,133.269
90,00:00:00.535,112,-0.000448227
91,00:00:00.541,111,-0.00302124
92,00:00:00.564,130,-0.00102234
93,00:00:00.574,117,-0.9123
94,00:00:00.578,145,-0.0186
95,00:00:00.580,118,-0.0145
96,00:00:00.582,119,0.0024
97,00:00:00.584,120,-0.0022
98,00:00:00.586,121,-0.0003
99,00:00:00.606,133,3.46875
100,00:00:00.610,126,-0.0649414
101,00:00:00.615,134,268.0
102,00:00:00.620,132,179.0
103,00:00:00.629,129,-0.00430298
104,00:00:00.641,115,90.0
105,00:00:00.646,95,-0.3167
106,00:00:00.648,96,1.053
107,00:00:00.651,97,0.0031
108,00:00:00.653,98,-0.0006
109,00:00:00.656,99,0.0005
110,00:00:00.658,100,351.908
111,00:00:00.660,101,359.419
112,00:00:00.662,102,132.927
113,00:00:00.673,113,270.0
114,00:00:00.678,110,0.00161743
115,00:00:00.682,114,356.0
116,00:00:00.690,117,-0.8829
117,00:00:00.694,145,-0.0268
118,00:00:00.696,118,-0.0576
119,00:00:00.699,119,-0.0046
120,00:00:00.702,120,-0.0013
121,00:00:00.704,121,0.0
122,00:00:00.713,127,0.012085
123,00:00:00.719,131,-0.00160217
124,00:00:00.724,128,-0.984375
125,00:00:00.743,107,0.0397949
126,00:00:00.749,108,-0.953125
127,00:00:00.765,109,0.00315857
128,00:00:00.770,112,0.0004673
129,00:00:00.799,95,0.7187
130,00:00:00.802,96,0.192
131,00:00:00.805,97,-0.1193
132,00:00:00.807,98,-0.062
133,00:00:00.809,99,-0.0132
134,00:00:00.812,100,353.121
135,00:00:00.814,101,0.5841
136,00:00:00.816,102,132.579
137,00:00:00.827,111,2.45571e-05
138,00:00:00.837,117,-1.1174
139,00:00:00.860,130,-0.00102234
140,00:00:00.865,133,3.4375
141,00:00:00.876,115,93.0
142,00:00:00.879,145,-0.0347
143,00:00:00.882,118,-0.0316
144,00:00:00.884,119,-0.0016
145,00:00:00.886,120,-0.0001
146,00:00:00.889,121,0.0
147,00:00:00.904,134,266.0
148,00:00:00.909,132,179.0
149,00:00:00.918,129,-0.00976562
150,00:00:00.928,126,-0.00320435
151,00:00:00.940,95,0.3822
152,00:00:00.942,96,1.1037
153,00:00:00.945,97,0.0193
154,00:00:00.947,98,0.0198
155,00:00:00.950,99,0.0121
156,00:00:00.952,100,355.008
157,00:00:00.954,101,2.6695
158,00:00:00.957,102,133.67
159,00:00:00.994,107,0.0412598
160,00:00:01.600,117,-1.0579
161,00:00:01.900,145,-0.0273
162,00:00:01.110,118,-0.0157
163,00:00:01.150,119,-0.0031
164,00:00:01.170,120,-0.0041
165,00:00:01.190,121,-0.007
166,00:00:01.330,108,-0.953125
167,00:00:01.380,113,270.0
168,00:00:01.730,95,0.4217
169,00:00:01.760,96,1.123
170,00:00:01.780,97,0.0285
171,00:00:01.810,98,0.0058
172,00:00:01.830,99,0.0411
173,00:00:01.850,100,356.431
174,00:00:01.870,101,4.0256
175,00:00:01.900,102,134.281
176,00:00:01.950,110,0.00253296
177,00:00:01.100,114,356.0
178,00:00:01.110,130,0.00172424
179,00:00:01.119,127,0.0358887
180,00:00:01.123,117,-0.9972
181,00:00:01.125,145,-0.0256
182,00:00:01.128,118,-0.0188
183,00:00:01.130,119,0.0024
184,00:00:01.132,120,-0.0004
185,00:00:01.134,121,-0.0012
186,00:00:01.147,112,-0.000143051
187,00:00:01.152,111,-0.00149536
188,00:00:01.156,131,0.00358582
189,00:00:01.160,128,-0.929688
190,00:00:01.166,134,266.0
191,00:00:01.181,95,-0.4687
192,00:00:01.185,96,0.8719
193,00:00:01.187,97,-0.1474
194,00:00:01.190,98,-0.0031
195,00:00:01.192,99,0.364
196,00:00:01.194,100,356.693
197,00:00:01.196,101,4.7155
198,00:00:01.199,102,134.738
199,00:00:01.205,132,179.0
200,00:00:01.219,115,96.0
201,00:00:01.241,129,0.0045166
202,00:00:01.250,126,-0.0578613
203,00:00:01.285,96,0.8568
204,00:00:01.288,97,0.0068
205,00:00:01.291,98,-0.0025
206,00:00:01.293,99,0.0109
207,00:00:01.296,100,352.676
208,00:00:01.298,101,1.8203
209,00:00:01.300,102,133.723
210,00:00:01.310,133,3.26562
211,00:00:01.338,117,-0.9908
212,00:00:01.342,145,-0.0171
213,00:00:01.345,118,-0.0251
214,00:00:01.352,119,0.0003
215,00:00:01.355,120,0.0023
216,00:00:01.358,121,-0.0012
217,00:00:01.365,107,0.0354004
218,00:00:01.371,108,-0.953125
219,00:00:01.375,130,-0.00224304
220,00:00:01.380,127,0.0125732
221,00:00:01.385,95,0.0362
222,00:00:01.387,96,0.8824
223,00:00:01.390,97,0.0016
224,00:00:01.393,98,0.0
225,00:00:01.395,99,-0.0016
226,00:00:01.397,100,350.93
227,00:00:01.399,101,0.2646
228,00:00:01.401,102,133.187
229,00:00:01.412,113,270.0
230,00:00:01.417,134,264.0
231,00:00:01.440,112,0.000770569
232,00:00:01.443,117,-0.993
233,00:00:01.448,111,0.000328064
234,00:00:01.453,132,179.0
235,00:00:01.455,145,-0.0215
236,00:00:01.457,118,-0.0188
237,00:00:01.459,119,0.0009
238,00:00:01.462,120,0.0045
239,00:00:01.464,121,0.0
240,00:00:01.474,129,-0.00157928
241,00:00:01.483,126,-0.0634766
242,00:00:01.489,131,0.000230789
243,00:00:01.493,128,-0.980469
244,00:00:01.499,95,-0.1194
245,00:00:01.501,96,0.9875
246,00:00:01.504,97,-0.0091
247,00:00:01.515,115,100.0
248,00:00:01.517,98,-0.0009
249,00:00:01.520,99,0.0008
250,00:00:01.522,100,350.912
251,00:00:01.524,101,359.81
252,00:00:01.526,102,133.12
253,00:00:01.534,110,-0.0014267
254,00:00:01.575,117,-1.0671
255,00:00:01.586,114,356.0
256,00:00:01.604,130,0.000197411
257,00:00:01.617,127,0.0147705
258,00:00:01.622,145,-0.008
259,00:00:01.625,118,-0.028
260,00:00:01.627,119,-0.001
261,00:00:01.629,120,-0.0041
262,00:00:01.631,121,-0.0027
263,00:00:01.661,133,3.28125
264,00:00:01.666,134,264.0
265,00:00:01.676,117,-1.0974
266,00:00:01.682,107,0.0395508
267,00:00:01.693,95,-0.111
268,00:00:01.696,96,0.9999
269,00:00:01.698,97,0.0056
270,00:00:01.701,98,0.0018
271,00:00:01.704,99,0.0014
272,00:00:01.709,108,-0.953125
273,00:00:01.714,132,179.0
274,00:00:01.724,129,-0.0147095
275,00:00:01.730,100,351.076
276,00:00:01.735,109,-0.000240326
277,00:00:01.738,101,359.552
278,00:00:01.740,102,133.439
279,00:00:01.763,126,-0.0620117
280,00:00:01.777,131,0.00144958
281,00:00:01.782,128,-0.984375
282,00:00:01.813,145,-0.0186
283,00:00:01.816,118,-0.0215
284,00:00:01.818,119,0.0021
285,00:00:01.820,120,0.0042
286,00:00:01.823,121,-0.0009
287,00:00:01.831,112,-0.00257874
288,00:00:01.836,111,0.00063324
289,00:00:01.839,95,-0.1317
290,00:00:01.842,96,0.9858
291,00:00:01.844,97,0.0031
292,00:00:01.846,98,0.0027
293,00:00:01.848,99,0.0005
294,00:00:01.850,100,351.184
295,00:00:01.853,101,359.314
296,00:00:01.855,102,133.787
297,00:00:00.320,94,0.1586
298,00:00:00.133,94,0.0053
299,00:00:00.262,94,0.0686
300,00:00:00.468,94,0.08
301,00:00:00.664,94,0.0339
302,00:00:00.817,94,-0.3201
303,00:00:00.966,94,-0.5801
304,00:00:01.710,94,-0.4529
