,zeit,sensorid,messwert
0,00:00:00.190,117,-1.0441
1,00:00:00.230,145,-0.0179
2,00:00:00.260,118,-0.0301
3,00:00:00.280,119,0.0029
4,00:00:00.300,120,-0.0035
5,00:00:00.330,121,-0.0016
6,00:00:00.610,113,270.0
7,00:00:00.860,107,0.0410156
8,00:00:00.910,133,3.5
9,00:00:00.136,129,0.0137939
10,00:00:00.164,111,-0.00156403
11,00:00:00.168,145,-0.0273
12,00:00:00.171,118,-0.0246
13,00:00:00.173,119,0.0007
14,00:00:00.175,120,-0.0048
15,00:00:00.178,121,0.0002
16,00:00:00.209,109,0.00389099
17,00:00:00.214,110,-0.000425339
18,00:00:00.219,115,99.5
19,00:00:00.223,117,-0.9972
20,00:00:00.235,128,-0.988281
21,00:00:00.240,130,-0.000656128
22,00:00:00.254,112,0.000318527
23,00:00:00.260,108,-0.953125
24,00:00:00.264,132,179.0
25,00:00:00.269,131,-0.00221252
26,00:00:00.273,127,0.00604248
27,00:00:00.278,126,-0.124512
28,00:00:00.282,134,266.0
29,00:00:00.307,114,356.0
30,00:00:00.352,145,-0.0224
31,00:00:00.354,118,-0.0207
32,00:00:00.357,119,-0.0014
33,00:00:00.359,120,-0.0032
34,00:00:00.361,121,-0.0007
35,00:00:00.410,113,270.0
36,00:00:00.416,117,-0.9918
37,00:00:00.503,107,0.0415039
38,00:00:00.519,133,3.64062
39,00:00:00.539,129,0.0119629
40,00:00:00.546,145,-0.0215
41,00:00:00.549,118,-0.0198
42,00:00:00.552,119,0.0038
43,00:00:00.554,120,0.0001
44,00:00:00.556,121,0.0005
45,00:00:00.597,111,0.000261307
46,00:00:00.600,117,-1.0587
47,00:00:00.615,128,-0.988281
48,00:00:00.620,130,-0.000961304
49,00:00:00.649,110,-0.00012064
50,00:00:00.654,115,102.5
51,00:00:00.659,112,-0.000595093
52,00:00:00.670,131,0.00872803
53,00:00:00.674,127,0.0224609
54,00:00:00.698,108,-0.953125
55,00:00:00.704,114,356.0
56,00:00:00.709,126,-0.0585938
57,00:00:00.714,134,264.0
58,00:00:00.717,117,-1.1132
59,00:00:00.752,145,-0.0251
60,00:00:00.754,118,-0.0453
61,00:00:00.757,119,0.0099
62,00:00:00.759,120,-0.0078
63,00:00:00.762,121,-0.0013
64,00:00:00.773,132,179.0
65,00:00:00.783,133,3.70312
66,00:00:00.787,129,0.0147095
67,00:00:00.802,113,270.0
68,00:00:00.820,128,-0.984375
69,00:00:00.825,130,0.00178528
70,00:00:00.863,131,0.00662231
71,00:00:00.868,127,0.0218506
72,00:00:00.884,117,-0.9454
73,00:00:00.888,145,-0.0116
74,00:00:00.891,118,-0.0304
75,00:00:00.893,119,0.0093
76,00:00:00.895,120,-0.0035
77,00:00:00.898,121,0.0009
78,00:00:00.911,107,0.0407715
79,00:00:00.916,126,-0.0615234
80,00:00:00.922,134,264.0
81,00:00:00.958,111,-0.00125885
82,00:00:00.972,109,0.00121307
83,00:00:00.977,110,-0.00164795
84,00:00:00.984,117,-0.9017
85,00:00:01.200,145,-0.0227
86,00:00:01.220,118,-0.0145
87,00:00:01.250,119,0.0035
88,00:00:01.270,120,0.0032
89,00:00:01.300,121,-0.0001
90,00:00:01.360,133,3.70312
91,00:00:01.410,129,0.0116577
92,00:00:01.490,112,-0.000900269
93,00:00:01.550,108,-0.953125
94,00:00:01.600,114,356.0
95,00:00:01.840,128,-0.984375
96,00:00:01.900,130,0.000869751
97,00:00:01.940,132,179.0
98,00:00:01.104,131,-0.00343323
99,00:00:01.108,127,0.0140381
100,00:00:01.132,126,-0.0581055
101,00:00:01.137,134,262.0
102,00:00:01.152,113,270.0
103,00:00:01.156,115,106.0
104,00:00:01.169,117,-0.9854
105,00:00:01.205,107,0.0412598
106,00:00:01.215,133,3.625
107,00:00:01.219,145,-0.0244
108,00:00:01.222,118,-0.034
109,00:00:01.224,119,0.0007
110,00:00:01.226,120,0.0007
111,00:00:01.229,121,0.0005
112,00:00:01.249,111,-0.0018692
113,00:00:01.254,129,-0.000218391
114,00:00:01.259,109,0.00121307
115,00:00:01.264,128,-0.988281
116,00:00:01.298,110,-0.000120163
117,00:00:01.302,112,0.000621796
118,00:00:01.308,108,-0.953125
119,00:00:01.318,131,0.00022316
120,00:00:01.350,114,356.0
121,00:00:01.356,127,0.0196533
122,00:00:01.360,126,-0.0549316
123,00:00:01.365,134,262.0
124,00:00:01.382,117,-1.013
125,00:00:01.387,130,-4.48227e-05
126,00:00:01.392,132,179.0
127,00:00:01.397,133,3.70312
128,00:00:01.404,145,0.5854
129,00:00:01.406,118,-0.0183
130,00:00:01.409,119,0.0007
131,00:00:01.411,120,0.0017
132,00:00:01.413,121,-0.0001
133,00:00:01.458,129,0.00191498
134,00:00:01.477,128,-0.996094
135,00:00:01.518,107,0.0378418
136,00:00:01.534,111,0.000265121
137,00:00:01.547,131,0.00296021
138,00:00:01.552,127,0.0317383
139,00:00:01.557,126,-0.115234
140,00:00:01.562,134,262.0
141,00:00:01.565,117,-1.0088
142,00:00:01.615,109,0.00460815
143,00:00:01.620,113,270.0
144,00:00:01.625,115,108.0
145,00:00:01.627,145,-0.5049
146,00:00:01.629,118,-0.034
147,00:00:01.632,119,0.0077
148,00:00:01.634,120,0.0004
149,00:00:01.636,121,0.0125
150,00:00:01.660,112,0.000318527
151,00:00:01.666,108,-0.941406
152,00:00:01.672,114,354.0
153,00:00:01.690,133,3.82812
154,00:00:01.715,110,0.00140381
155,00:00:01.725,107,0.617188
156,00:00:01.742,129,0.00860596
157,00:00:01.749,117,-0.9933
158,00:00:01.769,111,-0.000953674
159,00:00:01.790,128,-0.9375
160,00:00:01.796,130,-0.000652313
161,00:00:01.800,145,-0.2405
162,00:00:01.803,118,-0.0234
163,00:00:01.806,119,-0.0023
164,00:00:01.809,120,-0.0045
165,00:00:01.811,121,0.0048
166,00:00:01.818,132,179.0
167,00:00:01.823,131,-0.00646973
168,00:00:01.827,127,0.0244141
169,00:00:01.832,112,-0.00120544
170,00:00:01.837,108,-0.933594
171,00:00:01.867,114,352.0
172,00:00:01.883,126,-0.050293
173,00:00:01.888,134,262.0
174,00:00:01.937,133,3.70312
175,00:00:01.963,110,-0.00164032
176,00:00:01.968,109,0.006073
177,00:00:01.972,113,270.0
178,00:00:01.977,115,108.5
179,00:00:01.983,129,0.0164795
180,00:00:01.987,117,-0.9839
181,00:00:01.990,145,-0.4004
182,00:00:01.993,118,-0.0258
183,00:00:01.996,119,0.005
184,00:00:01.998,120,-0.006
185,00:00:02.100,121,-0.0016
186,00:00:02.250,107,0.414062
187,00:00:02.340,128,-0.9375
188,00:00:02.410,130,-0.00279236
189,00:00:02.710,111,0.00117493
190,00:00:02.132,131,0.00174713
191,00:00:02.137,127,0.0258789
192,00:00:02.141,126,-0.0678711
193,00:00:02.146,134,262.0
194,00:00:02.162,112,-0.000900269
195,00:00:02.167,108,-1.03125
196,00:00:02.176,117,-0.957
197,00:00:02.179,145,-0.0152
198,00:00:02.182,118,-0.0352
199,00:00:02.185,119,-0.0008
200,00:00:02.187,120,-0.0075
201,00:00:02.189,121,0.0008
202,00:00:02.214,114,354.0
203,00:00:02.263,110,-0.000425339
204,00:00:02.268,109,0.00872803
205,00:00:02.279,132,179.0
206,00:00:02.283,133,3.70312
207,00:00:02.317,107,-0.251953
208,00:00:02.323,117,-0.9121
209,00:00:02.325,145,-0.0198
210,00:00:02.328,118,-0.019
211,00:00:02.330,119,0.001
212,00:00:02.332,120,0.002
213,00:00:02.334,121,-0.0022
214,00:00:02.340,129,-0.00265503
215,00:00:02.370,111,0.00117493
216,00:00:02.379,113,268.0
217,00:00:02.384,128,-0.996094
218,00:00:02.425,130,-4.45843e-05
219,00:00:02.430,131,-0.00402832
220,00:00:02.435,115,112.5
221,00:00:02.440,112,-0.00242615
222,00:00:02.446,108,-0.992188
223,00:00:02.451,114,356.0
224,00:00:02.460,145,0.0337
225,00:00:02.463,118,-0.0265
226,00:00:02.465,119,-0.0078
227,00:00:02.468,120,-0.002
228,00:00:02.470,121,-0.0022
229,00:00:02.478,127,-0.0228271
230,00:00:02.495,126,-0.0571289
231,00:00:02.499,134,264.0
232,00:00:02.515,110,-0.000425339
233,00:00:02.519,117,-1.0883
234,00:00:02.567,107,-0.1875
235,00:00:02.596,133,3.65625
