,zeit,sensorid,messwert
0,00:00:00.300,131,-0.00297546
1,00:00:00.170,128,-0.980469
2,00:00:00.220,134,266.0
3,00:00:00.260,129,-0.0108643
4,00:00:00.370,95,0.6174
5,00:00:00.400,96,0.6677
6,00:00:00.420,97,0.0026
7,00:00:00.440,98,0.0019
8,00:00:00.470,99,0.0227
9,00:00:00.490,100,349.017
10,00:00:00.510,101,356.966
11,00:00:00.530,102,130.969
12,00:00:00.590,132,179.0
13,00:00:00.690,108,-0.949219
14,00:00:00.740,109,0.00291443
15,00:00:00.780,111,0.00062561
16,00:00:00.810,117,-1.0725
17,00:00:00.840,145,-0.0133
18,00:00:00.860,118,-0.0046
19,00:00:00.880,119,0.0001
20,00:00:00.910,120,0.0038
21,00:00:00.930,121,0.0002
22,00:00:00.126,113,268.0
23,00:00:00.131,107,0.0412598
24,00:00:00.136,110,0.00195312
25,00:00:00.141,133,3.57812
26,00:00:00.146,130,-0.00137329
27,00:00:00.181,127,0.0186768
28,00:00:00.186,126,-0.060791
29,00:00:00.219,95,-0.0239
30,00:00:00.222,96,0.8949
31,00:00:00.225,97,-0.0151
32,00:00:00.227,98,0.0196
33,00:00:00.229,99,-0.0057
34,00:00:00.231,100,352.85
35,00:00:00.234,101,1.2753
36,00:00:00.236,102,132.432
37,00:00:00.240,117,-1.0118
38,00:00:00.249,128,-0.925781
39,00:00:00.254,134,264.0
40,00:00:00.265,115,104.0
41,00:00:00.269,112,0.000146866
42,00:00:00.273,145,-0.0186
43,00:00:00.276,118,-0.0217
44,00:00:00.278,119,-0.0008
45,00:00:00.282,120,0.0017
46,00:00:00.284,121,0.0014
47,00:00:00.298,129,0.00131989
48,00:00:00.307,131,0.0625
49,00:00:00.327,114,356.0
50,00:00:00.337,132,179.0
51,00:00:00.364,95,-0.6752
52,00:00:00.366,96,0.928
53,00:00:00.368,97,-0.0048
54,00:00:00.371,98,-0.0012
55,00:00:00.373,99,0.0355
56,00:00:00.376,100,351.011
57,00:00:00.383,101,0.1741
58,00:00:00.385,102,131.869
59,00:00:00.395,133,3.5
60,00:00:00.419,108,-0.953125
61,00:00:00.424,109,0.0019455
62,00:00:00.432,130,-0.00198364
63,00:00:00.436,127,0.00701904
64,00:00:00.441,126,-0.050293
65,00:00:00.444,117,-0.993
66,00:00:00.448,145,-0.0258
67,00:00:00.451,118,-0.0243
68,00:00:00.454,119,0.001
69,00:00:00.456,120,-0.0011
70,00:00:00.458,121,-0.0004
71,00:00:00.464,111,0.000322342
72,00:00:00.489,113,268.0
73,00:00:00.494,128,-0.988281
74,00:00:00.501,107,0.0439453
75,00:00:00.507,134,264.0
76,00:00:00.511,129,-0.00445557
77,00:00:00.520,110,-0.00139618
78,00:00:00.525,131,-0.00176239
79,00:00:00.548,95,-0.6641
80,00:00:00.551,96,0.8956
81,00:00:00.553,97,-0.0029
82,00:00:00.555,98,-0.0055
83,00:00:00.558,99,0.0016
84,00:00:00.560,100,349.467
85,00:00:00.562,101,358.568
86,00:00:00.564,102,131.501
87,00:00:00.572,115,105.5
88,00:00:00.576,112,-0.000157356
89,00:00:00.586,114,356.0
90,00:00:00.591,132,179.0
91,00:00:00.597,117,-0.995
92,00:00:00.635,145,-0.028
93,00:00:00.638,118,-0.0171
94,00:00:00.641,119,0.0004
95,00:00:00.643,120,-0.0029
