,zeit,sensorid,messwert
0,00:00:00.280,130,-0.0019989
1,00:00:00.320,134,266.0
2,00:00:00.590,114,356.0
3,00:00:00.111,95,-1.1275
4,00:00:00.114,96,0.6168
5,00:00:00.116,97,0.024
6,00:00:00.118,98,0.0476
7,00:00:00.122,99,0.1537
8,00:00:00.124,100,353.434
9,00:00:00.126,101,358.179
10,00:00:00.128,102,128.905
11,00:00:00.135,107,0.0388184
12,00:00:00.142,115,91.5
13,00:00:00.151,133,3.59375
14,00:00:00.155,127,0.0500488
15,00:00:00.163,145,-0.0427
16,00:00:00.166,118,-0.0265
17,00:00:00.168,119,0.0013
18,00:00:00.170,120,-0.003
19,00:00:00.173,121,0.0023
20,00:00:00.182,126,-0.0712891
21,00:00:00.197,129,-0.0043335
22,00:00:00.201,128,-0.988281
23,00:00:00.215,117,-1.0646
24,00:00:00.223,112,0.00130463
25,00:00:00.228,108,-0.949219
26,00:00:00.233,132,179.0
27,00:00:00.257,95,-0.2318
28,00:00:00.260,96,1.818
29,00:00:00.262,97,0.1086
30,00:00:00.265,98,0.124
31,00:00:00.268,99,-0.0268
32,00:00:00.270,100,347.161
33,00:00:00.272,101,357.536
34,00:00:00.274,102,130.017
35,00:00:00.280,131,0.0098877
36,00:00:00.286,130,-0.000785828
37,00:00:00.290,134,266.0
38,00:00:00.316,145,-0.0509
39,00:00:00.319,118,-0.0419
40,00:00:00.321,119,-0.0008
41,00:00:00.324,120,-0.0002
42,00:00:00.326,121,-0.001
43,00:00:00.338,111,-0.00179291
44,00:00:00.343,109,0.00218201
45,00:00:00.348,110,0.000846863
46,00:00:00.366,133,3.6875
47,00:00:00.371,127,0.0395508
48,00:00:00.382,113,270.0
49,00:00:00.385,117,-0.9074
50,00:00:00.396,95,-0.3575
51,00:00:00.398,96,0.7959
52,00:00:00.400,97,0.0127
53,00:00:00.403,98,0.007
54,00:00:00.405,99,-0.0036
55,00:00:00.407,100,347.573
56,00:00:00.409,101,357.721
57,00:00:00.412,102,130.045
58,00:00:00.483,128,-0.996094
59,00:00:00.500,95,-0.2678
60,00:00:00.504,96,1.6274
61,00:00:00.507,97,0.009
62,00:00:00.509,98,0.0045
63,00:00:00.511,99,-0.0054
64,00:00:00.513,100,347.584
65,00:00:00.516,101,357.613
66,00:00:00.518,102,130.006
67,00:00:00.529,132,179.0
68,00:00:00.534,114,356.0
69,00:00:00.539,131,-0.00927734
70,00:00:00.544,107,0.0441895
71,00:00:00.549,115,94.5
72,00:00:00.554,130,-0.000482559
73,00:00:00.556,145,-0.0224
74,00:00:00.559,118,-0.014
75,00:00:00.563,119,-0.0005
76,00:00:00.565,120,0.0037
77,00:00:00.568,121,0.0005
78,00:00:00.575,134,266.0
79,00:00:00.579,126,-0.122559
80,00:00:00.588,112,0.000694275
